model_name,source_project,target_project,scenario,top-1,top-5,top-10,MAP,MRR,MAP_uncorrected,MRR_uncorrected,n_reachable,n_test,denominator_corrected
COOBA,qiskit/qiskit,numpy/numpy,WP-large,0.0434782608695652,0.1304347826086956,0.1987577639751552,0.0861,0.0934,0.0861290308317347,0.0933520216301408,69,161,no
BLAZE,jupyterlab/jupyterlab,localstack/localstack,WP-large,0.2737,0.5158,0.5789,0.2548,0.3873,0.2548,0.3873,95,95,yes
BLAZE,jupyterlab/jupyterlab,localstack/localstack,CP-cold-start,0.1579,0.3368,0.3895,0.1571,0.2455,0.1571,0.2455,95,95,yes
BLAZE,jupyterlab/jupyterlab,localstack/localstack,CP-transfer,0.1789,0.4316,0.5474,0.2066,0.2963,0.2066,0.2963,95,95,yes
BLAZE,localstack/localstack,jupyterlab/jupyterlab,WP-small,0.125,0.35,0.4,0.1738,0.2215,0.183,0.2331,38,40,yes
BLAZE,localstack/localstack,jupyterlab/jupyterlab,WP-large,0.4,0.575,0.65,0.3486,0.4793,0.3669,0.5046,38,40,yes
COOBA,qiskit/qiskit,numpy/numpy,CP-cold-start,0.0062111801242236,0.0062111801242236,0.0062111801242236,0.0045,0.0089,0.0045007988499477,0.0089334297901734,69,161,no
BLAZE,localstack/localstack,jupyterlab/jupyterlab,CP-cold-start,0.125,0.25,0.325,0.1211,0.2041,0.1274,0.2148,38,40,yes
COOBA,numpy/numpy,mesonbuild/meson,WP-small,0.037037037037037,0.1375661375661375,0.1904761904761904,0.0798,0.088,0.0797957286969798,0.0879525259011111,47,189,no
COOBA,numpy/numpy,mesonbuild/meson,WP-large,0.0423280423280423,0.1587301587301587,0.201058201058201,0.0833,0.0916,0.0832961871042677,0.0915922748002948,47,189,no
COOBA,numpy/numpy,mesonbuild/meson,CP-cold-start,0.0052910052910052,0.0211640211640211,0.0582010582010582,0.022,0.0241,0.0219664625604772,0.0241480332046649,47,189,no
COOBA,numpy/numpy,mesonbuild/meson,CP-transfer,0.0582010582010582,0.1481481481481481,0.1957671957671957,0.0929,0.1024,0.0929184313777091,0.1023676399104348,47,189,no
COOBA,qiskit/qiskit,numpy/numpy,CP-transfer,0.0496894409937888,0.1180124223602484,0.217391304347826,0.0958,0.1,0.0958459971305327,0.0999577116339942,69,161,no
COOBA,numpy/numpy,localstack/localstack,WP-small,0.0421052631578947,0.1052631578947368,0.1894736842105263,0.0798,0.0963,0.0797917959983017,0.0963085193420423,70,95,no
COOBA,numpy/numpy,localstack/localstack,WP-large,0.0947368421052631,0.2210526315789473,0.3157894736842105,0.1355,0.1768,0.1354938816341489,0.1768192719161686,70,95,no
BLAZE,localstack/localstack,jupyterlab/jupyterlab,CP-transfer,0.225,0.475,0.525,0.2595,0.3354,0.2731,0.353,38,40,yes
COOBA,numpy/numpy,localstack/localstack,CP-cold-start,0.0105263157894736,0.0421052631578947,0.0526315789473684,0.016,0.0285,0.0160378682146335,0.0284804021551212,70,95,no
BLAZE,jupyterlab/jupyterlab,wagtail/wagtail,WP-small,0.0854,0.2561,0.4024,0.1414,0.1878,0.1432,0.1901,81,82,yes
BLAZE,jupyterlab/jupyterlab,wagtail/wagtail,WP-large,0.2073,0.4512,0.561,0.2663,0.3239,0.2695,0.3279,81,82,yes
BLAZE,jupyterlab/jupyterlab,wagtail/wagtail,CP-cold-start,0.0732,0.1951,0.2927,0.1098,0.1428,0.1111,0.1446,81,82,yes
BLAZE,jupyterlab/jupyterlab,wagtail/wagtail,CP-transfer,0.1463,0.3902,0.4756,0.1856,0.2548,0.1879,0.258,81,82,yes
COOBA,numpy/numpy,localstack/localstack,CP-transfer,0.0631578947368421,0.2105263157894736,0.3684210526315789,0.1308,0.1577,0.1307882012417255,0.157650823104764,70,95,no
COOBA,localstack/localstack,numpy/numpy,WP-small,0.0248447204968944,0.0807453416149068,0.1801242236024844,0.0624,0.0679,0.0623523844335541,0.0679112619121089,69,161,no
BLAZE,wagtail/wagtail,jupyterlab/jupyterlab,WP-small,0.0,0.025,0.025,0.0255,0.0251,0.0268,0.0265,38,40,yes
BLAZE,wagtail/wagtail,jupyterlab/jupyterlab,WP-large,0.3,0.5,0.575,0.3105,0.4051,0.3268,0.4264,38,40,yes
BLAZE,wagtail/wagtail,jupyterlab/jupyterlab,CP-cold-start,0.1,0.375,0.425,0.1861,0.2217,0.1959,0.2334,38,40,yes
BLAZE,wagtail/wagtail,jupyterlab/jupyterlab,CP-transfer,0.2,0.5,0.5,0.2516,0.3179,0.2648,0.3347,38,40,yes
BLAZE,jupyterlab/jupyterlab,qiskit/qiskit,WP-small,0.2721,0.5,0.6103,0.3025,0.3772,0.3059,0.3815,269,272,yes
COOBA,localstack/localstack,numpy/numpy,WP-large,0.0496894409937888,0.15527950310559,0.2049689440993788,0.0942,0.1047,0.094236116483454,0.1047452128585934,69,161,no
BLAZE,jupyterlab/jupyterlab,qiskit/qiskit,WP-large,0.364,0.5809,0.6949,0.391,0.4652,0.3953,0.4704,269,272,yes
BLAZE,jupyterlab/jupyterlab,qiskit/qiskit,CP-cold-start,0.1066,0.25,0.3456,0.1399,0.1884,0.1415,0.1905,269,272,yes
COOBA,localstack/localstack,numpy/numpy,CP-cold-start,0.0,0.0124223602484472,0.0186335403726708,0.0116,0.0137,0.0115631030257352,0.0136889929162251,69,161,no
COOBA,localstack/localstack,numpy/numpy,CP-transfer,0.0186335403726708,0.0869565217391304,0.0993788819875776,0.0511,0.0567,0.0510635041366562,0.0567120102410517,69,161,no
COOBA,prefecthq/prefect,numpy/numpy,WP-small,0.0062111801242236,0.0745341614906832,0.1428571428571428,0.0476,0.0465,0.0475856467419479,0.0464553955673879,69,161,no
COOBA,prefecthq/prefect,numpy/numpy,WP-large,0.0434782608695652,0.1490683229813664,0.2360248447204969,0.0928,0.1032,0.0927992272544211,0.1031706698114082,69,161,no
COOBA,prefecthq/prefect,numpy/numpy,CP-cold-start,0.0124223602484472,0.0807453416149068,0.1304347826086956,0.0442,0.054,0.0441663895295417,0.0540164641565956,69,161,no
COOBA,prefecthq/prefect,numpy/numpy,CP-transfer,0.0248447204968944,0.0496894409937888,0.062111801242236,0.0444,0.0479,0.0443942176178606,0.0479400594402927,69,161,no
COOBA,numpy/numpy,prefecthq/prefect,WP-small,0.0609756097560975,0.1951219512195122,0.3292682926829268,0.1125,0.138,0.1125299293928128,0.1379855337110031,42,82,no
COOBA,numpy/numpy,prefecthq/prefect,WP-large,0.1585365853658536,0.2560975609756097,0.3536585365853658,0.1628,0.2102,0.1628215677370059,0.2101547802311128,42,82,no
COOBA,numpy/numpy,prefecthq/prefect,CP-cold-start,0.0121951219512195,0.073170731707317,0.1097560975609756,0.0354,0.0446,0.0353834945738491,0.044610039932511,42,82,no
COOBA,numpy/numpy,prefecthq/prefect,CP-transfer,0.0975609756097561,0.2926829268292683,0.3780487804878049,0.132,0.1853,0.1320077870126391,0.1853474422668484,42,82,no
COOBA,prefecthq/prefect,mesonbuild/meson,WP-small,0.0634920634920634,0.1428571428571428,0.1851851851851851,0.0927,0.1017,0.0927013344769086,0.1016993655882544,47,189,no
COOBA,prefecthq/prefect,mesonbuild/meson,WP-large,0.0529100529100529,0.1375661375661375,0.2063492063492063,0.0878,0.0956,0.0878457610643717,0.0955924675929344,47,189,no
COOBA,prefecthq/prefect,mesonbuild/meson,CP-cold-start,0.0,0.0,0.0317460317460317,0.014,0.0129,0.013982810676958,0.0129314454350387,47,189,no
COOBA,prefecthq/prefect,mesonbuild/meson,CP-transfer,0.037037037037037,0.1269841269841269,0.1693121693121693,0.0727,0.0801,0.0726643891872624,0.0800617798003048,47,189,no
COOBA,pydata/xarray,numpy/numpy,WP-small,0.0186335403726708,0.0683229813664596,0.093167701863354,0.0449,0.0512,0.0449284075924746,0.0512426587502061,69,161,no
COOBA,pydata/xarray,numpy/numpy,WP-large,0.0124223602484472,0.1055900621118012,0.1925465838509316,0.0667,0.0677,0.0667102927068271,0.0676818520118198,69,161,no
COOBA,pydata/xarray,numpy/numpy,CP-cold-start,0.0186335403726708,0.0372670807453416,0.0496894409937888,0.023,0.0311,0.0229794511033575,0.0310733787773615,69,161,no
COOBA,pydata/xarray,numpy/numpy,CP-transfer,0.031055900621118,0.0683229813664596,0.1180124223602484,0.0585,0.0629,0.0584785522223242,0.0629288211265952,69,161,no
COOBA,numpy/numpy,pydata/xarray,WP-small,0.0,0.16,0.28,0.0788,0.0916,0.0787885724165523,0.0916465656192369,25,25,no
COOBA,numpy/numpy,pydata/xarray,WP-large,0.08,0.24,0.56,0.1776,0.2076,0.1776029689984663,0.2076472394707688,25,25,no
COOBA,numpy/numpy,pydata/xarray,CP-cold-start,0.0,0.0,0.04,0.0197,0.02,0.0197298629139455,0.0199669234162244,25,25,no
COOBA,ipython/ipython,docker/compose,WP-small,0.1794871794871795,0.7264957264957265,0.8034188034188035,0.3387,0.3891,0.338681619075744,0.3890813559909377,116,117,no
COOBA,ipython/ipython,docker/compose,WP-large,0.2478632478632478,0.717948717948718,0.8547008547008547,0.3913,0.4569,0.3912934637143033,0.4569429469445347,116,117,no
COOBA,ipython/ipython,docker/compose,CP-cold-start,0.0256410256410256,0.0769230769230769,0.094017094017094,0.0222,0.0565,0.0221797521367862,0.0565344055867428,116,117,no
COOBA,numpy/numpy,pydata/xarray,CP-transfer,0.08,0.36,0.68,0.2054,0.2355,0.205418166619637,0.2354799019454192,25,25,no
COOBA,ipython/ipython,docker/compose,CP-transfer,0.1794871794871795,0.6581196581196581,0.811965811965812,0.311,0.3593,0.3109743008141516,0.3592563292085003,116,117,no
COOBA,docker/compose,ipython/ipython,WP-small,0.0059171597633136,0.059171597633136,0.1183431952662721,0.0396,0.0475,0.0395781233412119,0.0475189451449146,98,169,no
COOBA,docker/compose,ipython/ipython,WP-large,0.0473372781065088,0.1479289940828402,0.2189349112426035,0.091,0.1103,0.0910294957843592,0.1103206499779037,98,169,no
COOBA,docker/compose,ipython/ipython,CP-cold-start,0.0,0.0118343195266272,0.0118343195266272,0.0054,0.0068,0.0054341401107096,0.0067746324800558,98,169,no
COOBA,docker/compose,ipython/ipython,CP-transfer,0.0059171597633136,0.059171597633136,0.1420118343195266,0.0422,0.0497,0.0421672197871176,0.0497208115852097,98,169,no
COOBA,ipython/ipython,qiskit/qiskit,WP-small,0.0441176470588235,0.1580882352941176,0.2095588235294117,0.0783,0.1005,0.078274556979472,0.1005183133250363,119,272,no
COOBA,ipython/ipython,qiskit/qiskit,WP-large,0.0588235294117647,0.2095588235294117,0.2757352941176471,0.0996,0.1327,0.0996006509754796,0.1326760407717387,119,272,no
COOBA,wagtail/wagtail,docker/compose,WP-small,0.0256410256410256,0.6837606837606838,0.7948717948717948,0.2625,0.2792,0.2624577400090385,0.2792144706879006,116,117,no
COOBA,wagtail/wagtail,docker/compose,WP-large,0.2564102564102564,0.7521367521367521,0.8632478632478633,0.3882,0.4504,0.3881817842521189,0.4503980399205863,116,117,no
COOBA,ipython/ipython,qiskit/qiskit,CP-cold-start,0.0183823529411764,0.0661764705882353,0.0955882352941176,0.0354,0.0468,0.0353785351239178,0.04682301505189,119,272,no
COOBA,wagtail/wagtail,docker/compose,CP-cold-start,0.0085470085470085,0.1025641025641025,0.2991452991452991,0.0795,0.0843,0.0794795200544545,0.0843291748018046,116,117,no
COOBA,wagtail/wagtail,docker/compose,CP-transfer,0.0256410256410256,0.4786324786324786,0.7350427350427351,0.2002,0.205,0.2002098559944082,0.2050056299478199,116,117,no
COOBA,ipython/ipython,qiskit/qiskit,CP-transfer,0.0551470588235294,0.1948529411764706,0.2683823529411764,0.0895,0.1159,0.0894739366040291,0.1159179136497397,119,272,no
COOBA,numpy/numpy,scikit-learn/scikit-learn,WP-small,0.0,0.0217391304347826,0.0652173913043478,0.0267,0.0281,0.0266873821824821,0.0281459276167514,13,46,no
COOBA,numpy/numpy,scikit-learn/scikit-learn,WP-large,0.0,0.0217391304347826,0.0434782608695652,0.0224,0.0211,0.0224304733542343,0.0211370124803891,13,46,no
COOBA,numpy/numpy,scikit-learn/scikit-learn,CP-cold-start,0.0217391304347826,0.0217391304347826,0.0434782608695652,0.0282,0.0294,0.0282496360526798,0.0294244502596445,13,46,no
COOBA,numpy/numpy,scikit-learn/scikit-learn,CP-transfer,0.0,0.0,0.0,0.0081,0.0073,0.0080908244441707,0.0072960815777268,13,46,no
BLAZE,lightning-ai/lightning,ipython/ipython,WP-small,0.2426,0.4024,0.5266,0.2925,0.3312,0.2925,0.3312,169,169,yes
BLAZE,jupyterlab/jupyterlab,qiskit/qiskit,CP-transfer,0.2574,0.5478,0.636,0.324,0.3944,0.3276,0.3988,269,272,yes
BLAZE,lightning-ai/lightning,ipython/ipython,WP-large,0.3491,0.6509,0.7278,0.414,0.4784,0.414,0.4784,169,169,yes
BLAZE,qiskit/qiskit,jupyterlab/jupyterlab,WP-small,0.025,0.025,0.05,0.0433,0.0429,0.0456,0.0452,38,40,yes
BLAZE,lightning-ai/lightning,ipython/ipython,CP-cold-start,0.1657,0.3018,0.355,0.2014,0.2355,0.2014,0.2355,169,169,yes
BLAZE,qiskit/qiskit,jupyterlab/jupyterlab,WP-large,0.325,0.55,0.65,0.3372,0.4211,0.355,0.4433,38,40,yes
BLAZE,lightning-ai/lightning,ipython/ipython,CP-transfer,0.2604,0.4911,0.5858,0.3172,0.376,0.3172,0.376,169,169,yes
BLAZE,qiskit/qiskit,jupyterlab/jupyterlab,CP-cold-start,0.175,0.4,0.5,0.2272,0.2815,0.2392,0.2963,38,40,yes
BLAZE,lightning-ai/lightning,ansible/ansible,WP-small,0.2078,0.3701,0.487,0.2307,0.293,0.2307,0.293,154,154,yes
BLAZE,qiskit/qiskit,jupyterlab/jupyterlab,CP-transfer,0.275,0.425,0.55,0.2766,0.3564,0.2912,0.3752,38,40,yes
BLAZE,lightning-ai/lightning,ansible/ansible,WP-large,0.2468,0.5065,0.5909,0.2957,0.3691,0.2957,0.3691,154,154,yes
BLAZE,lightning-ai/lightning,wagtail/wagtail,WP-small,0.1098,0.3415,0.439,0.166,0.2127,0.168,0.2153,81,82,yes
BLAZE,lightning-ai/lightning,ansible/ansible,CP-cold-start,0.1234,0.2273,0.3247,0.1504,0.1863,0.1504,0.1863,154,154,yes
BLAZE,lightning-ai/lightning,wagtail/wagtail,WP-large,0.2195,0.439,0.561,0.2728,0.3331,0.2762,0.3372,81,82,yes
BLAZE,lightning-ai/lightning,ansible/ansible,CP-transfer,0.2792,0.4935,0.5974,0.2984,0.3811,0.2984,0.3811,154,154,yes
BLAZE,ansible/ansible,lightning-ai/lightning,WP-small,0.16,0.5333,0.6133,0.2401,0.3154,0.2401,0.3154,75,75,yes
BLAZE,ansible/ansible,lightning-ai/lightning,WP-large,0.36,0.6533,0.7733,0.4083,0.4985,0.4083,0.4985,75,75,yes
BLAZE,lightning-ai/lightning,wagtail/wagtail,CP-cold-start,0.0366,0.1585,0.2317,0.0684,0.091,0.0693,0.0921,81,82,yes
BLAZE,ansible/ansible,lightning-ai/lightning,CP-cold-start,0.2533,0.4667,0.5467,0.2837,0.3532,0.2837,0.3532,75,75,yes
BLAZE,ansible/ansible,lightning-ai/lightning,CP-transfer,0.2933,0.6133,0.7067,0.3345,0.4491,0.3345,0.4491,75,75,yes
BLAZE,lightning-ai/lightning,localstack/localstack,WP-small,0.2,0.4526,0.5474,0.1984,0.3122,0.1984,0.3122,95,95,yes
BLAZE,lightning-ai/lightning,wagtail/wagtail,CP-transfer,0.2195,0.3902,0.5244,0.2582,0.3079,0.2614,0.3117,81,82,yes
BLAZE,prefecthq/prefect,mesonbuild/meson,WP-small,0.2169,0.4286,0.5291,0.2627,0.318,0.2641,0.3197,188,189,yes
BLAZE,lightning-ai/lightning,localstack/localstack,WP-large,0.2526,0.5053,0.6,0.2634,0.3618,0.2634,0.3618,95,95,yes
BLAZE,prefecthq/prefect,mesonbuild/meson,WP-large,0.3598,0.6402,0.7249,0.4206,0.4867,0.4229,0.4893,188,189,yes
BLAZE,lightning-ai/lightning,localstack/localstack,CP-cold-start,0.1579,0.3684,0.4526,0.156,0.2674,0.156,0.2674,95,95,yes
BLAZE,prefecthq/prefect,mesonbuild/meson,CP-cold-start,0.1429,0.3704,0.4921,0.2174,0.2569,0.2185,0.2583,188,189,yes
BLAZE,lightning-ai/lightning,localstack/localstack,CP-transfer,0.2,0.4421,0.4947,0.2158,0.3074,0.2158,0.3074,95,95,yes
BLAZE,localstack/localstack,lightning-ai/lightning,WP-small,0.2,0.48,0.6267,0.2846,0.3504,0.2846,0.3504,75,75,yes
BLAZE,prefecthq/prefect,mesonbuild/meson,CP-transfer,0.2963,0.5767,0.6772,0.3395,0.4124,0.3413,0.4146,188,189,yes
BLAZE,localstack/localstack,lightning-ai/lightning,WP-large,0.44,0.68,0.76,0.4491,0.5511,0.4491,0.5511,75,75,yes
BLAZE,localstack/localstack,lightning-ai/lightning,CP-cold-start,0.16,0.4533,0.5867,0.2321,0.298,0.2321,0.298,75,75,yes
BLAZE,localstack/localstack,lightning-ai/lightning,CP-transfer,0.3333,0.6533,0.7867,0.3634,0.4845,0.3634,0.4845,75,75,yes
BLAZE,prefecthq/prefect,wagtail/wagtail,WP-small,0.1463,0.2195,0.3293,0.1515,0.2027,0.1533,0.2052,81,82,yes
BLAZE,prefecthq/prefect,ansible/ansible,WP-small,0.2013,0.3766,0.487,0.2267,0.2926,0.2267,0.2926,154,154,yes
BLAZE,prefecthq/prefect,wagtail/wagtail,WP-large,0.1829,0.4756,0.5732,0.2719,0.3245,0.2753,0.3285,81,82,yes
BLAZE,prefecthq/prefect,ansible/ansible,WP-large,0.2857,0.5,0.6364,0.3066,0.3881,0.3066,0.3881,154,154,yes
BLAZE,prefecthq/prefect,wagtail/wagtail,CP-cold-start,0.122,0.3415,0.4512,0.176,0.2254,0.1782,0.2282,81,82,yes
BLAZE,prefecthq/prefect,ansible/ansible,CP-cold-start,0.0779,0.1494,0.1883,0.0904,0.1181,0.0904,0.1181,154,154,yes
BLAZE,prefecthq/prefect,wagtail/wagtail,CP-transfer,0.1829,0.4024,0.5488,0.2282,0.2864,0.231,0.2899,81,82,yes
BLAZE,numpy/numpy,localstack/localstack,WP-small,0.1789,0.3684,0.4842,0.1673,0.274,0.1673,0.274,95,95,yes
BLAZE,prefecthq/prefect,ansible/ansible,CP-transfer,0.1948,0.3571,0.4221,0.214,0.2701,0.214,0.2701,154,154,yes
BLAZE,ansible/ansible,prefecthq/prefect,WP-small,0.1341,0.4024,0.5122,0.1942,0.2531,0.1942,0.2531,82,82,yes
BLAZE,ansible/ansible,prefecthq/prefect,WP-large,0.4024,0.622,0.7317,0.414,0.5171,0.414,0.5171,82,82,yes
BLAZE,numpy/numpy,localstack/localstack,WP-large,0.3053,0.5158,0.6211,0.267,0.4056,0.267,0.4056,95,95,yes
BLAZE,ansible/ansible,prefecthq/prefect,CP-cold-start,0.122,0.3659,0.5,0.1965,0.2475,0.1965,0.2475,82,82,yes
BLAZE,numpy/numpy,localstack/localstack,CP-cold-start,0.0737,0.2105,0.2737,0.0787,0.1509,0.0787,0.1509,95,95,yes
BLAZE,ansible/ansible,prefecthq/prefect,CP-transfer,0.2073,0.439,0.6585,0.2343,0.3317,0.2343,0.3317,82,82,yes
BLAZE,numpy/numpy,mesonbuild/meson,WP-small,0.2698,0.5026,0.6349,0.3007,0.3786,0.3023,0.3807,188,189,yes
BLAZE,numpy/numpy,localstack/localstack,CP-transfer,0.1789,0.4,0.5158,0.193,0.3029,0.193,0.3029,95,95,yes
BLAZE,numpy/numpy,mesonbuild/meson,WP-large,0.3704,0.6455,0.709,0.4177,0.4965,0.42,0.4992,188,189,yes
BLAZE,numpy/numpy,mesonbuild/meson,CP-cold-start,0.2116,0.4656,0.6296,0.2728,0.3331,0.2743,0.3348,188,189,yes
BLAZE,localstack/localstack,numpy/numpy,WP-small,0.3043,0.4845,0.5901,0.3523,0.3956,0.3523,0.3956,161,161,yes
BLAZE,numpy/numpy,mesonbuild/meson,CP-transfer,0.2593,0.5079,0.6614,0.3194,0.3762,0.3211,0.3782,188,189,yes
BLAZE,ipython/ipython,qiskit/qiskit,WP-small,0.2941,0.511,0.614,0.326,0.3981,0.3296,0.4025,269,272,yes
BLAZE,localstack/localstack,numpy/numpy,WP-large,0.2919,0.5652,0.6584,0.3794,0.4244,0.3794,0.4244,161,161,yes
BLAZE,localstack/localstack,numpy/numpy,CP-cold-start,0.1739,0.3168,0.4224,0.2244,0.2577,0.2244,0.2577,161,161,yes
BLAZE,localstack/localstack,numpy/numpy,CP-transfer,0.2857,0.528,0.6273,0.3593,0.4036,0.3593,0.4036,161,161,yes
BLAZE,numpy/numpy,qiskit/qiskit,WP-small,0.2647,0.5331,0.6213,0.3184,0.3821,0.322,0.3864,269,272,yes
BLAZE,numpy/numpy,qiskit/qiskit,WP-large,0.3382,0.5735,0.6801,0.3951,0.453,0.3995,0.458,269,272,yes
BLAZE,numpy/numpy,qiskit/qiskit,CP-cold-start,0.1618,0.3456,0.4669,0.1845,0.254,0.1866,0.2568,269,272,yes
BLAZE,numpy/numpy,qiskit/qiskit,CP-transfer,0.2794,0.5294,0.636,0.3323,0.3959,0.336,0.4003,269,272,yes
BLAZE,qiskit/qiskit,numpy/numpy,WP-small,0.2298,0.4907,0.5963,0.3175,0.3541,0.3175,0.3541,161,161,yes
BLAZE,qiskit/qiskit,numpy/numpy,WP-large,0.3354,0.5839,0.6646,0.3975,0.4506,0.3975,0.4506,161,161,yes
BLAZE,qiskit/qiskit,numpy/numpy,CP-cold-start,0.1118,0.2671,0.4037,0.1766,0.1967,0.1766,0.1967,161,161,yes
BLAZE,qiskit/qiskit,numpy/numpy,CP-transfer,0.2484,0.441,0.5528,0.3195,0.3571,0.3195,0.3571,161,161,yes
BLAZE,ipython/ipython,docker/compose,WP-small,0.2051,0.4786,0.5726,0.2799,0.3367,0.2823,0.3396,116,117,yes
BLAZE,ipython/ipython,docker/compose,WP-large,0.3504,0.6667,0.7094,0.4165,0.4934,0.4201,0.4977,116,117,yes
BLAZE,ipython/ipython,docker/compose,CP-cold-start,0.1197,0.4103,0.5726,0.2325,0.256,0.2345,0.2582,116,117,yes
BLAZE,ipython/ipython,docker/compose,CP-transfer,0.2735,0.547,0.6752,0.3481,0.4122,0.3511,0.4158,116,117,yes
BLAZE,docker/compose,ipython/ipython,WP-small,0.1538,0.3373,0.4497,0.2212,0.2449,0.2212,0.2449,169,169,yes
BLAZE,docker/compose,ipython/ipython,WP-large,0.3432,0.6331,0.6982,0.4015,0.4726,0.4015,0.4726,169,169,yes
BLAZE,docker/compose,ipython/ipython,CP-cold-start,0.0828,0.142,0.1953,0.1111,0.1259,0.1111,0.1259,169,169,yes
BLAZE,docker/compose,ipython/ipython,CP-transfer,0.1775,0.4911,0.5562,0.2588,0.3116,0.2588,0.3116,169,169,yes
BLAZE,wagtail/wagtail,docker/compose,WP-small,0.2051,0.4872,0.5726,0.2741,0.3332,0.2765,0.3361,116,117,yes
BLAZE,wagtail/wagtail,docker/compose,WP-large,0.359,0.6496,0.7265,0.4111,0.5001,0.4146,0.5044,116,117,yes
BLAZE,wagtail/wagtail,docker/compose,CP-cold-start,0.1111,0.4103,0.5641,0.2228,0.2537,0.2247,0.2559,116,117,yes
BLAZE,wagtail/wagtail,docker/compose,CP-transfer,0.2564,0.5043,0.6325,0.3159,0.3774,0.3187,0.3806,116,117,yes
TRANP-CNN,jupyterlab/jupyterlab,lightning-ai/lightning,WP-small,0.1067,0.52,0.6133,0.2417,0.3107,0.245,0.3149,74,75,yes
TRANP-CNN,jupyterlab/jupyterlab,lightning-ai/lightning,WP-large,0.32,0.5467,0.7067,0.3261,0.4475,0.3305,0.4536,74,75,yes
TRANP-CNN,jupyterlab/jupyterlab,lightning-ai/lightning,CP-cold-start,0.0,0.0,0.0,0.0121,0.0098,0.0123,0.0099,74,75,yes
TRANP-CNN,jupyterlab/jupyterlab,lightning-ai/lightning,CP-transfer,0.32,0.5733,0.68,0.2914,0.4305,0.2953,0.4363,74,75,yes
TRANP-CNN,lightning-ai/lightning,jupyterlab/jupyterlab,WP-small,0.175,0.375,0.5,0.2624,0.2672,0.5247,0.5344,20,40,yes
TRANP-CNN,lightning-ai/lightning,jupyterlab/jupyterlab,WP-large,0.25,0.475,0.5,0.3271,0.3273,0.6541,0.6546,20,40,yes
TRANP-CNN,lightning-ai/lightning,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.05,0.0141,0.0139,0.0281,0.0277,20,40,yes
TRANP-CNN,lightning-ai/lightning,jupyterlab/jupyterlab,CP-transfer,0.275,0.5,0.5,0.3446,0.3508,0.6892,0.7017,20,40,yes
TRANP-CNN,jupyterlab/jupyterlab,numpy/numpy,WP-small,0.0373,0.1553,0.1925,0.0836,0.0989,0.1952,0.2308,69,161,yes
TRANP-CNN,jupyterlab/jupyterlab,numpy/numpy,WP-large,0.0497,0.1863,0.2422,0.1073,0.1161,0.2504,0.2709,69,161,yes
TRANP-CNN,jupyterlab/jupyterlab,numpy/numpy,CP-cold-start,0.0186,0.0559,0.0683,0.0337,0.0366,0.0787,0.0854,69,161,yes
TRANP-CNN,jupyterlab/jupyterlab,numpy/numpy,CP-transfer,0.0373,0.1615,0.1988,0.0929,0.0982,0.2167,0.2292,69,161,yes
TRANP-CNN,numpy/numpy,jupyterlab/jupyterlab,WP-small,0.25,0.425,0.5,0.3053,0.3136,0.6106,0.6271,20,40,yes
TRANP-CNN,numpy/numpy,jupyterlab/jupyterlab,WP-large,0.225,0.475,0.5,0.3219,0.3273,0.6438,0.6546,20,40,yes
TRANP-CNN,numpy/numpy,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.0,0.0021,0.002,0.0043,0.004,20,40,yes
TRANP-CNN,numpy/numpy,jupyterlab/jupyterlab,CP-transfer,0.225,0.5,0.5,0.3321,0.3375,0.6642,0.675,20,40,yes
TRANP-CNN,jupyterlab/jupyterlab,mesonbuild/meson,WP-small,0.0794,0.1693,0.2011,0.1059,0.117,0.4257,0.4706,47,189,yes
TRANP-CNN,jupyterlab/jupyterlab,mesonbuild/meson,WP-large,0.0688,0.1746,0.2011,0.1052,0.1129,0.4231,0.4541,47,189,yes
TRANP-CNN,jupyterlab/jupyterlab,mesonbuild/meson,CP-cold-start,0.0212,0.1323,0.1799,0.0638,0.0701,0.2566,0.2817,47,189,yes
TRANP-CNN,jupyterlab/jupyterlab,mesonbuild/meson,CP-transfer,0.0476,0.1534,0.1958,0.0864,0.0953,0.3476,0.3833,47,189,yes
TRANP-CNN,mesonbuild/meson,jupyterlab/jupyterlab,WP-small,0.125,0.35,0.5,0.2159,0.2149,0.4318,0.4297,20,40,yes
TRANP-CNN,mesonbuild/meson,jupyterlab/jupyterlab,WP-large,0.225,0.475,0.475,0.3296,0.3392,0.6592,0.6783,20,40,yes
TRANP-CNN,mesonbuild/meson,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.0,0.0032,0.0031,0.0064,0.0062,20,40,yes
TRANP-CNN,mesonbuild/meson,jupyterlab/jupyterlab,CP-transfer,0.25,0.475,0.475,0.335,0.3385,0.6699,0.677,20,40,yes
TRANP-CNN,jupyterlab/jupyterlab,localstack/localstack,WP-small,0.0421,0.2421,0.3474,0.1048,0.1312,0.1423,0.1781,70,95,yes
TRANP-CNN,jupyterlab/jupyterlab,localstack/localstack,WP-large,0.0737,0.2526,0.3474,0.1255,0.1565,0.1703,0.2124,70,95,yes
TRANP-CNN,jupyterlab/jupyterlab,localstack/localstack,CP-cold-start,0.0,0.0105,0.0211,0.011,0.0111,0.015,0.0151,70,95,yes
TRANP-CNN,jupyterlab/jupyterlab,localstack/localstack,CP-transfer,0.0421,0.2,0.3053,0.1032,0.1257,0.14,0.1705,70,95,yes
