project_A,project_B,lang_A,lang_B,num_bugs_A,num_bugs_B,domain_gap_accuracy
spring-projects/spring-data-gemfire,eclipse-jdt/eclipse.jdt.ui,Java,Java,107,2543,0.9968291250733999
spring-projects/spring-data-gemfire,eclipse-platform/eclipse.platform.swt,Java,Java,107,90,0.9924242424242424
spring-projects/spring-data-gemfire,eclipse-platform/eclipse.platform.ui,Java,Java,107,2063,0.9966966966966967
spring-projects/spring-data-gemfire,apache/tomcat,Java,Java,107,51,0.9937629937629938
spring-projects/spring-data-jpa,spring-projects/spring-data-mongodb,Java,Java,147,271,0.9850352112676056
spring-projects/spring-data-jpa,spring-projects/spring-data-rest,Java,Java,147,132,0.9833134684147795
spring-projects/spring-data-jpa,spring-projects/spring-security-oauth,Java,Java,147,101,0.9922737306843267
spring-projects/spring-data-jpa,spring-projects/spring-webflow,Java,Java,147,134,0.9881404174573055
spring-projects/spring-data-jpa,spring-projects/spring-ws,Java,Java,147,174,0.9936974789915967
spring-projects/spring-data-jpa,bitcoin/bitcoin,Java,C++,147,563,0.9979341353748936
spring-projects/spring-data-jpa,clickhouse/clickhouse,Java,C++,147,1541,0.9992974152276005
spring-projects/spring-data-jpa,electron/electron,Java,C++,147,1451,0.9984472049689441
spring-projects/spring-data-jpa,godotengine/godot,Java,C++,147,1486,0.9974296536796536
spring-projects/spring-data-jpa,protocolbuffers/protobuf,Java,C++,147,229,0.997272882222601
spring-projects/spring-data-jpa,dagger/dagger,Java,Go,147,399,0.9965116279069768
spring-projects/spring-data-jpa,nats-io/nats-server,Java,Go,147,298,0.9952431289640592
spring-projects/spring-data-jpa,nektos/act,Java,Go,147,166,0.9927272727272727
spring-projects/spring-data-jpa,elastic/elasticsearch,Java,Java,147,970,0.9981568707761622
spring-projects/spring-data-jpa,apache/dolphinscheduler,Java,Java,147,1369,0.9967338051170387
spring-projects/spring-data-jpa,apache/dubbo,Java,Java,147,379,0.9971539844218095
spring-projects/spring-data-jpa,liquibase/liquibase,Java,Java,147,241,0.9921908893709328
spring-projects/spring-data-jpa,openrefine/openrefine,Java,Java,147,620,0.9924416694051923
spring-projects/spring-data-jpa,seleniumhq/selenium,Java,Java,147,134,0.9972192182913642
spring-projects/spring-data-jpa,axios/axios,Java,JavaScript,147,113,0.9958620689655172
spring-projects/spring-data-jpa,facebook/react,Java,JavaScript,147,483,0.9977295302965801
spring-projects/spring-data-jpa,fastify/fastify,Java,JavaScript,147,279,1.0
spring-projects/spring-data-jpa,mozilla/pdf.js,Java,JavaScript,147,543,0.9956222639149468
spring-projects/spring-data-jpa,sveltejs/svelte,Java,JavaScript,147,1107,0.9977703455964325
spring-projects/spring-data-jpa,vercel/next.js,Java,JavaScript,147,1258,0.9987083811710677
spring-projects/spring-data-jpa,apache/airflow,Java,Python,147,1648,0.999147076070153
spring-projects/spring-data-jpa,ccxt/ccxt,Java,Python,147,693,0.9992607065533083
spring-projects/spring-data-jpa,localstack/localstack,Java,Python,147,472,0.9958666299255994
spring-projects/spring-data-jpa,posthog/posthog,Java,Python,147,403,0.998593901045786
spring-projects/spring-data-jpa,ansible/ansible,Java,Python,147,768,0.9986156958790331
spring-projects/spring-data-jpa,langchain-ai/langchain,Java,Python,147,130,0.9968884633796075
spring-projects/spring-data-jpa,odoo/odoo,Java,Python,147,115,0.9976406308208121
spring-projects/spring-data-jpa,quarkusio/quarkus,Java,Java,147,950,0.9979817843096668
spring-projects/spring-data-jpa,hannah-sten/texify-idea,Java,Kotlin,147,53,0.9922918807810894
spring-projects/spring-data-jpa,horizontalsystems/unstoppable-wallet-android,Java,Kotlin,147,15,0.9946977730646872
spring-projects/spring-data-jpa,intellij-rust/intellij-rust,Java,Kotlin,147,233,0.995785530320768
spring-projects/spring-data-jpa,jwstegemann/fritz2,Java,Kotlin,147,12,0.990990990990991
spring-projects/spring-data-jpa,square/anvil,Java,Kotlin,147,49,0.9904761904761905
spring-projects/spring-data-jpa,square/kotlinpoet,Java,Kotlin,147,24,0.9894736842105263
spring-projects/spring-data-jpa,square/leakcanary,Java,Kotlin,147,36,0.992721979621543
spring-projects/spring-data-jpa,square/okhttp,Java,Kotlin,147,15,0.9930191972076788
spring-projects/spring-data-jpa,thundernest/k-9,Java,Kotlin,147,146,0.9956796277833168
spring-projects/spring-data-jpa,dmwm/wmcore,Java,Python,147,263,0.9947984395318595
spring-projects/spring-data-jpa,rucio/rucio,Java,Python,147,297,0.9945479327578374
spring-projects/spring-data-jpa,iterative/dvc,Java,Python,147,132,0.9914396887159533
spring-projects/spring-data-jpa,conda/conda,Java,Python,147,608,0.9957983193277311
spring-projects/spring-data-jpa,dagster-io/dagster,Java,Python,147,154,0.9986736227783182
spring-projects/spring-data-jpa,django/django,Java,Python,147,850,0.9970631424375918
spring-projects/spring-data-jpa,googleapis/google-cloud-python,Java,Python,147,911,0.9987661245092541
spring-projects/spring-data-jpa,huggingface/transformers,Java,Python,147,1049,0.99904932924897
spring-projects/spring-data-jpa,pandas-dev/pandas,Java,Python,147,5016,0.999183784519113
spring-projects/spring-data-jpa,qiskit/qiskit,Java,Python,147,1356,0.9982223658694247
spring-projects/spring-data-jpa,scipy/scipy,Java,Python,147,100,0.9949937421777222
spring-projects/spring-data-jpa,sympy/sympy,Java,Python,147,384,0.9984530386740331
spring-projects/spring-data-jpa,matplotlib/matplotlib,Java,Python,147,184,0.995441224356887
spring-projects/spring-data-jpa,numpy/numpy,Java,Python,147,803,0.9978486912871997
spring-projects/spring-data-jpa,open-mmlab/mmdetection,Java,Python,147,103,0.998422712933754
spring-projects/spring-data-jpa,pantsbuild/pants,Java,Python,147,734,0.9985153037916857
spring-projects/spring-data-jpa,pypa/pip,Java,Python,147,684,0.9964470284237726
spring-projects/spring-data-jpa,ray-project/ray,Java,Python,147,340,0.99796397807361
spring-projects/spring-data-jpa,scikit-learn/scikit-learn,Java,Python,147,228,0.9952983725135623
spring-projects/spring-data-jpa,wagtail/wagtail,Java,Python,147,407,0.9971235194585448
spring-projects/spring-data-jpa,ytdl-org/youtube-dl,Java,Python,147,309,0.9995857497928748
spring-projects/spring-data-jpa,celery/celery,Java,Python,147,245,0.9939870490286772
spring-projects/spring-data-jpa,conan-io/conan,Java,Python,147,858,0.9982124616956077
spring-projects/spring-data-jpa,docker/compose,Java,Python,147,583,0.994556765163297
spring-projects/spring-data-jpa,google/jax,Java,Python,147,568,0.9985994397759104
spring-projects/spring-data-jpa,ipython/ipython,Java,Python,147,843,0.9962696509459099
spring-projects/spring-data-jpa,jupyterlab/jupyterlab,Java,Python,147,200,0.9975247524752475
spring-projects/spring-data-jpa,lightning-ai/lightning,Java,Python,147,374,0.9943820224719101
spring-projects/spring-data-jpa,mesonbuild/meson,Java,Python,147,945,0.9974323062558357
spring-projects/spring-data-jpa,prefecthq/prefect,Java,Python,147,406,0.9956487341772152
spring-projects/spring-data-jpa,pyca/cryptography,Java,Python,147,337,0.9968425800631484
spring-projects/spring-data-jpa,pydata/xarray,Java,Python,147,122,0.997716894977169
spring-projects/spring-data-jpa,pytest-dev/pytest,Java,Python,147,118,0.9953550099535501
spring-projects/spring-data-jpa,sphinx-doc/sphinx,Java,Python,147,186,0.9931470743278862
spring-projects/spring-data-jpa,eclipse-aspectj/aspectj,Java,Java,147,269,0.9942263279445728
spring-projects/spring-data-jpa,eclipse-birt/birt,Java,Java,147,3498,0.9980419751575598
spring-projects/spring-data-jpa,eclipse-jdt/eclipse.jdt.ui,Java,Java,147,2543,0.9976718539394682
spring-projects/spring-data-jpa,eclipse-platform/eclipse.platform.swt,Java,Java,147,90,0.993849938499385
spring-projects/spring-data-jpa,eclipse-platform/eclipse.platform.ui,Java,Java,147,2063,0.9969865186360032
spring-projects/spring-data-jpa,apache/tomcat,Java,Java,147,51,0.9908172635445363
spring-projects/spring-data-mongodb,spring-projects/spring-data-rest,Java,Java,271,132,0.9793899422918384
spring-projects/spring-data-mongodb,spring-projects/spring-security-oauth,Java,Java,271,101,0.9929742388758782
spring-projects/spring-data-mongodb,spring-projects/spring-webflow,Java,Java,271,134,0.9907332796132151
spring-projects/spring-data-mongodb,spring-projects/spring-ws,Java,Java,271,174,0.9899034240561896
spring-projects/spring-data-mongodb,bitcoin/bitcoin,Java,C++,271,563,0.9982564221783099
spring-projects/spring-data-mongodb,clickhouse/clickhouse,Java,C++,271,1541,0.9989057883794726
spring-projects/spring-data-mongodb,electron/electron,Java,C++,271,1451,0.9987825435474808
spring-projects/spring-data-mongodb,godotengine/godot,Java,C++,271,1486,0.998712501609373
spring-projects/spring-data-mongodb,protocolbuffers/protobuf,Java,C++,271,229,0.9977567697484377
spring-projects/spring-data-mongodb,dagger/dagger,Java,Go,271,399,0.998165137614679
spring-projects/spring-data-mongodb,nats-io/nats-server,Java,Go,271,298,0.9991177767975298
spring-projects/spring-data-mongodb,nektos/act,Java,Go,271,166,0.9975
spring-projects/spring-data-mongodb,elastic/elasticsearch,Java,Java,271,970,0.9980233167937391
spring-projects/spring-data-mongodb,apache/dolphinscheduler,Java,Java,271,1369,0.9963744658811343
spring-projects/spring-data-mongodb,apache/dubbo,Java,Java,271,379,0.9956034605020564
spring-projects/spring-data-mongodb,liquibase/liquibase,Java,Java,271,241,0.994776119402985
spring-projects/spring-data-mongodb,openrefine/openrefine,Java,Java,271,620,0.9915130231196957
spring-projects/spring-data-mongodb,seleniumhq/selenium,Java,Java,271,134,0.9964953271028038
spring-projects/spring-data-mongodb,axios/axios,Java,JavaScript,271,113,0.9981801637852593
spring-projects/spring-data-mongodb,facebook/react,Java,JavaScript,271,483,0.9989219781700579
spring-projects/spring-data-mongodb,fastify/fastify,Java,JavaScript,271,279,0.9988870339454646
spring-projects/spring-data-mongodb,mozilla/pdf.js,Java,JavaScript,271,543,0.9972012314581584
spring-projects/spring-data-mongodb,sveltejs/svelte,Java,JavaScript,271,1107,0.9989478430783105
spring-projects/spring-data-mongodb,vercel/next.js,Java,JavaScript,271,1258,0.9988819788973516
spring-projects/spring-data-mongodb,apache/airflow,Java,Python,271,1648,0.9990069513406157
spring-projects/spring-data-mongodb,ccxt/ccxt,Java,Python,271,693,0.9996375122986899
spring-projects/spring-data-mongodb,localstack/localstack,Java,Python,271,472,0.9982517482517482
spring-projects/spring-data-mongodb,posthog/posthog,Java,Python,271,403,0.9988938994299328
spring-projects/spring-data-mongodb,ansible/ansible,Java,Python,271,768,0.998873527905786
spring-projects/spring-data-mongodb,langchain-ai/langchain,Java,Python,271,130,0.9991212653778558
spring-projects/spring-data-mongodb,odoo/odoo,Java,Python,271,115,0.9978640085439658
spring-projects/spring-data-mongodb,quarkusio/quarkus,Java,Java,271,950,0.9980201035638135
spring-projects/spring-data-mongodb,hannah-sten/texify-idea,Java,Kotlin,271,53,0.9961206896551724
spring-projects/spring-data-mongodb,horizontalsystems/unstoppable-wallet-android,Java,Kotlin,271,15,0.996962794229309
spring-projects/spring-data-mongodb,intellij-rust/intellij-rust,Java,Kotlin,271,233,0.9976318622174382
spring-projects/spring-data-mongodb,jwstegemann/fritz2,Java,Kotlin,271,12,0.989247311827957
spring-projects/spring-data-mongodb,square/anvil,Java,Kotlin,271,49,0.9960199004975124
spring-projects/spring-data-mongodb,square/kotlinpoet,Java,Kotlin,271,24,0.9978835978835979
spring-projects/spring-data-mongodb,square/leakcanary,Java,Kotlin,271,36,0.9948542024013722
spring-projects/spring-data-mongodb,square/okhttp,Java,Kotlin,271,15,0.9936708860759493
spring-projects/spring-data-mongodb,thundernest/k-9,Java,Kotlin,271,146,0.9961572568725983
spring-projects/spring-data-mongodb,dmwm/wmcore,Java,Python,271,263,0.9971014492753624
spring-projects/spring-data-mongodb,rucio/rucio,Java,Python,271,297,0.9961180124223602
spring-projects/spring-data-mongodb,iterative/dvc,Java,Python,271,132,0.994578313253012
spring-projects/spring-data-mongodb,conda/conda,Java,Python,271,608,0.9985480943738657
spring-projects/spring-data-mongodb,dagster-io/dagster,Java,Python,271,154,0.999058541595344
spring-projects/spring-data-mongodb,django/django,Java,Python,271,850,0.9976933722897124
spring-projects/spring-data-mongodb,googleapis/google-cloud-python,Java,Python,271,911,0.9989235737351991
spring-projects/spring-data-mongodb,huggingface/transformers,Java,Python,271,1049,0.9995935372421502
spring-projects/spring-data-mongodb,pandas-dev/pandas,Java,Python,271,5016,0.9989387809245871
spring-projects/spring-data-mongodb,qiskit/qiskit,Java,Python,271,1356,0.998933414596983
spring-projects/spring-data-mongodb,scipy/scipy,Java,Python,271,100,0.9978354978354979
spring-projects/spring-data-mongodb,sympy/sympy,Java,Python,271,384,0.9991836734693877
spring-projects/spring-data-mongodb,matplotlib/matplotlib,Java,Python,271,184,0.9968069666182874
spring-projects/spring-data-mongodb,numpy/numpy,Java,Python,271,803,0.9984879032258065
spring-projects/spring-data-mongodb,open-mmlab/mmdetection,Java,Python,271,103,0.9996564754379939
spring-projects/spring-data-mongodb,pantsbuild/pants,Java,Python,271,734,0.9986856516976998
spring-projects/spring-data-mongodb,pypa/pip,Java,Python,271,684,0.9988475943532124
spring-projects/spring-data-mongodb,ray-project/ray,Java,Python,271,340,0.9979286876756917
spring-projects/spring-data-mongodb,scikit-learn/scikit-learn,Java,Python,271,228,0.9984076433121019
spring-projects/spring-data-mongodb,wagtail/wagtail,Java,Python,271,407,0.9976133651551312
spring-projects/spring-data-mongodb,ytdl-org/youtube-dl,Java,Python,271,309,0.9989239598278336
spring-projects/spring-data-mongodb,celery/celery,Java,Python,271,245,0.9984233346472211
spring-projects/spring-data-mongodb,conan-io/conan,Java,Python,271,858,0.9990675990675991
spring-projects/spring-data-mongodb,docker/compose,Java,Python,271,583,0.9975903614457832
spring-projects/spring-data-mongodb,google/jax,Java,Python,271,568,0.9992395437262357
spring-projects/spring-data-mongodb,ipython/ipython,Java,Python,271,843,0.9975769323964139
spring-projects/spring-data-mongodb,jupyterlab/jupyterlab,Java,Python,271,200,0.9982997645827884
spring-projects/spring-data-mongodb,lightning-ai/lightning,Java,Python,271,374,0.9986078886310905
spring-projects/spring-data-mongodb,mesonbuild/meson,Java,Python,271,945,0.9976384714469729
spring-projects/spring-data-mongodb,prefecthq/prefect,Java,Python,271,406,0.9979324603721571
spring-projects/spring-data-mongodb,pyca/cryptography,Java,Python,271,337,0.9976851851851852
spring-projects/spring-data-mongodb,pydata/xarray,Java,Python,271,122,0.9988158673771462
spring-projects/spring-data-mongodb,pytest-dev/pytest,Java,Python,271,118,0.9984051036682615
spring-projects/spring-data-mongodb,sphinx-doc/sphinx,Java,Python,271,186,0.9969176574196389
spring-projects/spring-data-mongodb,eclipse-aspectj/aspectj,Java,Java,271,269,0.9953100573215217
spring-projects/spring-data-mongodb,eclipse-birt/birt,Java,Java,271,3498,0.9986241550517437
spring-projects/spring-data-mongodb,eclipse-jdt/eclipse.jdt.ui,Java,Java,271,2543,0.99800820152314
spring-projects/spring-data-mongodb,eclipse-platform/eclipse.platform.swt,Java,Java,271,90,0.9955
spring-projects/spring-data-mongodb,eclipse-platform/eclipse.platform.ui,Java,Java,271,2063,0.9976047904191617
spring-projects/spring-data-mongodb,apache/tomcat,Java,Java,271,51,0.9931647300068353
spring-projects/spring-data-rest,spring-projects/spring-security-oauth,Java,Java,132,101,0.9867886178861789
spring-projects/spring-data-rest,spring-projects/spring-webflow,Java,Java,132,134,0.9926773455377574
spring-projects/spring-data-rest,spring-projects/spring-ws,Java,Java,132,174,0.9954568399798082
spring-projects/spring-data-rest,bitcoin/bitcoin,Java,C++,132,563,0.9984348663616662
spring-projects/spring-data-rest,clickhouse/clickhouse,Java,C++,132,1541,0.9987831858407079
spring-projects/spring-data-rest,electron/electron,Java,C++,132,1451,0.9980734033330122
spring-projects/spring-data-rest,godotengine/godot,Java,C++,132,1486,0.9985274431057564
spring-projects/spring-data-rest,protocolbuffers/protobuf,Java,C++,132,229,0.9978129205921938
spring-projects/spring-data-rest,dagger/dagger,Java,Go,132,399,0.9960204661739624
spring-projects/spring-data-rest,nats-io/nats-server,Java,Go,132,298,0.9959390862944163
spring-projects/spring-data-rest,nektos/act,Java,Go,132,166,0.9922480620155039
spring-projects/spring-data-rest,elastic/elasticsearch,Java,Java,132,970,0.9979585170667973
spring-projects/spring-data-rest,apache/dolphinscheduler,Java,Java,132,1369,0.9970374360355507
spring-projects/spring-data-rest,apache/dubbo,Java,Java,132,379,0.9970387918270655
spring-projects/spring-data-rest,liquibase/liquibase,Java,Java,132,241,0.9937054133445237
spring-projects/spring-data-rest,openrefine/openrefine,Java,Java,132,620,0.9910256410256411
spring-projects/spring-data-rest,seleniumhq/selenium,Java,Java,132,134,0.9964890856357808
spring-projects/spring-data-rest,axios/axios,Java,JavaScript,132,113,0.9950124688279302
spring-projects/spring-data-rest,facebook/react,Java,JavaScript,132,483,0.9984559236384054
spring-projects/spring-data-rest,fastify/fastify,Java,JavaScript,132,279,0.9986666666666667
spring-projects/spring-data-rest,mozilla/pdf.js,Java,JavaScript,132,543,0.9963369963369964
spring-projects/spring-data-rest,sveltejs/svelte,Java,JavaScript,132,1107,0.9984266834487099
spring-projects/spring-data-rest,vercel/next.js,Java,JavaScript,132,1258,0.998786927358356
spring-projects/spring-data-rest,apache/airflow,Java,Python,132,1648,0.9981418560203865
spring-projects/spring-data-rest,ccxt/ccxt,Java,Python,132,693,0.9988429578205533
spring-projects/spring-data-rest,localstack/localstack,Java,Python,132,472,0.9951443215538172
spring-projects/spring-data-rest,posthog/posthog,Java,Python,132,403,0.9986033519553073
spring-projects/spring-data-rest,ansible/ansible,Java,Python,132,768,0.9980988593155894
spring-projects/spring-data-rest,langchain-ai/langchain,Java,Python,132,130,0.9971797884841364
spring-projects/spring-data-rest,odoo/odoo,Java,Python,132,115,0.9980319803198032
spring-projects/spring-data-rest,quarkusio/quarkus,Java,Java,132,950,0.9964434822947271
spring-projects/spring-data-rest,hannah-sten/texify-idea,Java,Kotlin,132,53,0.995551161641127
spring-projects/spring-data-rest,horizontalsystems/unstoppable-wallet-android,Java,Kotlin,132,15,0.996078431372549
spring-projects/spring-data-rest,intellij-rust/intellij-rust,Java,Kotlin,132,233,0.9977000919963201
spring-projects/spring-data-rest,jwstegemann/fritz2,Java,Kotlin,132,12,0.9936808846761453
spring-projects/spring-data-rest,square/anvil,Java,Kotlin,132,49,0.9901129943502824
spring-projects/spring-data-rest,square/kotlinpoet,Java,Kotlin,132,24,0.9938271604938271
spring-projects/spring-data-rest,square/leakcanary,Java,Kotlin,132,36,0.9944903581267218
spring-projects/spring-data-rest,square/okhttp,Java,Kotlin,132,15,0.9938556067588326
spring-projects/spring-data-rest,thundernest/k-9,Java,Kotlin,132,146,0.9954633830200907
spring-projects/spring-data-rest,dmwm/wmcore,Java,Python,132,263,0.9958769425943546
spring-projects/spring-data-rest,rucio/rucio,Java,Python,132,297,0.9938569548047389
spring-projects/spring-data-rest,iterative/dvc,Java,Python,132,132,0.9970652971386648
spring-projects/spring-data-rest,conda/conda,Java,Python,132,608,0.9947111472742066
spring-projects/spring-data-rest,dagster-io/dagster,Java,Python,132,154,0.9986827083516291
spring-projects/spring-data-rest,django/django,Java,Python,132,850,0.9974218498227522
spring-projects/spring-data-rest,googleapis/google-cloud-python,Java,Python,132,911,0.9979984432336262
spring-projects/spring-data-rest,huggingface/transformers,Java,Python,132,1049,0.998742665549036
spring-projects/spring-data-rest,pandas-dev/pandas,Java,Python,132,5016,0.9983085250338295
spring-projects/spring-data-rest,qiskit/qiskit,Java,Python,132,1356,0.997765719757421
spring-projects/spring-data-rest,scipy/scipy,Java,Python,132,100,0.9971717171717172
spring-projects/spring-data-rest,sympy/sympy,Java,Python,132,384,0.9976102541820552
spring-projects/spring-data-rest,matplotlib/matplotlib,Java,Python,132,184,0.9961880559085133
spring-projects/spring-data-rest,numpy/numpy,Java,Python,132,803,0.9973474801061007
spring-projects/spring-data-rest,open-mmlab/mmdetection,Java,Python,132,103,0.9969395562356542
spring-projects/spring-data-rest,pantsbuild/pants,Java,Python,132,734,0.998188610890977
spring-projects/spring-data-rest,pypa/pip,Java,Python,132,684,0.9955891619407687
spring-projects/spring-data-rest,ray-project/ray,Java,Python,132,340,0.9973692355307954
spring-projects/spring-data-rest,scikit-learn/scikit-learn,Java,Python,132,228,0.995779106577559
spring-projects/spring-data-rest,wagtail/wagtail,Java,Python,132,407,0.9973279893119572
spring-projects/spring-data-rest,ytdl-org/youtube-dl,Java,Python,132,309,0.9967884383781613
spring-projects/spring-data-rest,celery/celery,Java,Python,132,245,0.9946428571428572
spring-projects/spring-data-rest,conan-io/conan,Java,Python,132,858,0.9984973703981969
spring-projects/spring-data-rest,docker/compose,Java,Python,132,583,0.9955979457079971
spring-projects/spring-data-rest,google/jax,Java,Python,132,568,0.9978070175438597
spring-projects/spring-data-rest,ipython/ipython,Java,Python,132,843,0.9966057441253263
spring-projects/spring-data-rest,jupyterlab/jupyterlab,Java,Python,132,200,0.998094978908695
spring-projects/spring-data-rest,lightning-ai/lightning,Java,Python,132,374,0.9967707212055974
spring-projects/spring-data-rest,mesonbuild/meson,Java,Python,132,945,0.997248337537262
spring-projects/spring-data-rest,prefecthq/prefect,Java,Python,132,406,0.9957773512476008
spring-projects/spring-data-rest,pyca/cryptography,Java,Python,132,337,0.996078431372549
spring-projects/spring-data-rest,pydata/xarray,Java,Python,132,122,0.9942528735632183
spring-projects/spring-data-rest,pytest-dev/pytest,Java,Python,132,118,0.9949494949494949
spring-projects/spring-data-rest,sphinx-doc/sphinx,Java,Python,132,186,0.9949341438703141
spring-projects/spring-data-rest,eclipse-aspectj/aspectj,Java,Java,132,269,0.9971759390002825
spring-projects/spring-data-rest,eclipse-birt/birt,Java,Java,132,3498,0.99884287454324
spring-projects/spring-data-rest,eclipse-jdt/eclipse.jdt.ui,Java,Java,132,2543,0.9984219470745327
spring-projects/spring-data-rest,eclipse-platform/eclipse.platform.swt,Java,Java,132,90,0.9958896065766295
spring-projects/spring-data-rest,eclipse-platform/eclipse.platform.ui,Java,Java,132,2063,0.9976500078333073
spring-projects/spring-data-rest,apache/tomcat,Java,Java,132,51,0.9914236706689536
spring-projects/spring-security-oauth,spring-projects/spring-webflow,Java,Java,101,134,0.9889036839769196
spring-projects/spring-security-oauth,spring-projects/spring-ws,Java,Java,101,174,0.9921913128355295
spring-projects/spring-security-oauth,bitcoin/bitcoin,Java,C++,101,563,0.9985669930737998
spring-projects/spring-security-oauth,clickhouse/clickhouse,Java,C++,101,1541,0.9988230101515374
spring-projects/spring-security-oauth,electron/electron,Java,C++,101,1451,0.9986601588668772
spring-projects/spring-security-oauth,godotengine/godot,Java,C++,101,1486,0.9981424970147273
spring-projects/spring-security-oauth,protocolbuffers/protobuf,Java,C++,101,229,0.9981703260146374
spring-projects/spring-security-oauth,dagger/dagger,Java,Go,101,399,0.9974895397489539
spring-projects/spring-security-oauth,nats-io/nats-server,Java,Go,101,298,0.9965635738831615
spring-projects/spring-security-oauth,nektos/act,Java,Go,101,166,0.9938144329896907
spring-projects/spring-security-oauth,elastic/elasticsearch,Java,Java,101,970,0.9984934853420195
spring-projects/spring-security-oauth,apache/dolphinscheduler,Java,Java,101,1369,0.9970639263312425
spring-projects/spring-security-oauth,apache/dubbo,Java,Java,101,379,0.9972144846796658
spring-projects/spring-security-oauth,liquibase/liquibase,Java,Java,101,241,0.9959200326397388
spring-projects/spring-security-oauth,openrefine/openrefine,Java,Java,101,620,0.9918444165621079
spring-projects/spring-security-oauth,seleniumhq/selenium,Java,Java,101,134,0.9965246297975219
spring-projects/spring-security-oauth,axios/axios,Java,JavaScript,101,113,0.9942528735632183
spring-projects/spring-security-oauth,facebook/react,Java,JavaScript,101,483,0.9987486095661846
spring-projects/spring-security-oauth,fastify/fastify,Java,JavaScript,101,279,0.9987244897959183
spring-projects/spring-security-oauth,mozilla/pdf.js,Java,JavaScript,101,543,0.9973086124401914
spring-projects/spring-security-oauth,sveltejs/svelte,Java,JavaScript,101,1107,0.9984433374844334
spring-projects/spring-security-oauth,vercel/next.js,Java,JavaScript,101,1258,0.9985797471950008
spring-projects/spring-security-oauth,apache/airflow,Java,Python,101,1648,0.9987833262801523
spring-projects/spring-security-oauth,ccxt/ccxt,Java,Python,101,693,0.9991091080599518
spring-projects/spring-security-oauth,localstack/localstack,Java,Python,101,472,0.9973502914679385
spring-projects/spring-security-oauth,posthog/posthog,Java,Python,101,403,0.9993057965984034
spring-projects/spring-security-oauth,ansible/ansible,Java,Python,101,768,0.9984270134228188
spring-projects/spring-security-oauth,langchain-ai/langchain,Java,Python,101,130,0.998380754105945
spring-projects/spring-security-oauth,odoo/odoo,Java,Python,101,115,0.997926323493535
spring-projects/spring-security-oauth,quarkusio/quarkus,Java,Java,101,950,0.9982536339822281
spring-projects/spring-security-oauth,hannah-sten/texify-idea,Java,Kotlin,101,53,0.9966523194643712
spring-projects/spring-security-oauth,horizontalsystems/unstoppable-wallet-android,Java,Kotlin,101,15,0.9981617647058824
spring-projects/spring-security-oauth,intellij-rust/intellij-rust,Java,Kotlin,101,233,0.998641304347826
spring-projects/spring-security-oauth,jwstegemann/fritz2,Java,Kotlin,101,12,0.9957142857142857
spring-projects/spring-security-oauth,square/anvil,Java,Kotlin,101,49,0.9974226804123711
spring-projects/spring-security-oauth,square/kotlinpoet,Java,Kotlin,101,24,0.9986013986013986
spring-projects/spring-security-oauth,square/leakcanary,Java,Kotlin,101,36,0.9973666886109283
spring-projects/spring-security-oauth,square/okhttp,Java,Kotlin,101,15,0.9930458970792768
spring-projects/spring-security-oauth,thundernest/k-9,Java,Kotlin,101,146,0.9961953075459734
spring-projects/spring-security-oauth,dmwm/wmcore,Java,Python,101,263,0.9965849115181621
spring-projects/spring-security-oauth,rucio/rucio,Java,Python,101,297,0.9957392415850022
spring-projects/spring-security-oauth,iterative/dvc,Java,Python,101,132,0.9958071278825996
spring-projects/spring-security-oauth,conda/conda,Java,Python,101,608,0.9968329374505146
spring-projects/spring-security-oauth,dagster-io/dagster,Java,Python,101,154,0.9991270187690965
spring-projects/spring-security-oauth,django/django,Java,Python,101,850,0.9974497927956647
spring-projects/spring-security-oauth,googleapis/google-cloud-python,Java,Python,101,911,0.9992274583379318
spring-projects/spring-security-oauth,huggingface/transformers,Java,Python,101,1049,0.9993757802746567
spring-projects/spring-security-oauth,pandas-dev/pandas,Java,Python,101,5016,0.9993938577586207
spring-projects/spring-security-oauth,qiskit/qiskit,Java,Python,101,1356,0.9987369750552574
spring-projects/spring-security-oauth,scipy/scipy,Java,Python,101,100,0.9980330448465775
spring-projects/spring-security-oauth,sympy/sympy,Java,Python,101,384,0.9989293361884368
spring-projects/spring-security-oauth,matplotlib/matplotlib,Java,Python,101,184,0.9968905472636815
spring-projects/spring-security-oauth,numpy/numpy,Java,Python,101,803,0.9980779311549887
spring-projects/spring-security-oauth,open-mmlab/mmdetection,Java,Python,101,103,0.9981350242446848
spring-projects/spring-security-oauth,pantsbuild/pants,Java,Python,101,734,0.9991012245815077
spring-projects/spring-security-oauth,pypa/pip,Java,Python,101,684,0.9972239358420728
spring-projects/spring-security-oauth,ray-project/ray,Java,Python,101,340,0.9980091883614088
spring-projects/spring-security-oauth,scikit-learn/scikit-learn,Java,Python,101,228,0.9979381443298969
spring-projects/spring-security-oauth,wagtail/wagtail,Java,Python,101,407,0.9978533685601056
spring-projects/spring-security-oauth,ytdl-org/youtube-dl,Java,Python,101,309,0.9972645564673701
spring-projects/spring-security-oauth,celery/celery,Java,Python,101,245,0.9965337954939342
spring-projects/spring-security-oauth,conan-io/conan,Java,Python,101,858,0.9985225313962078
spring-projects/spring-security-oauth,docker/compose,Java,Python,101,583,0.9944095038434662
spring-projects/spring-security-oauth,google/jax,Java,Python,101,568,0.9973082099596231
spring-projects/spring-security-oauth,ipython/ipython,Java,Python,101,843,0.9971780400205233
