model_name,source_project,target_project,scenario,top-1,top-5,top-10,MAP,MRR
COOBA,pydata/xarray,lightning-ai/lightning,CP-transfer,0.09333333333333334,0.56,0.6666666666666666,0.26993220068910984,0.3124646861744327
COOBA,lightning-ai/lightning,ipython/ipython,WP-small,0.005917159763313609,0.023668639053254437,0.05917159763313609,0.02897834454854712,0.03429782999196185
COOBA,localstack/localstack,jupyterlab/jupyterlab,CP-transfer,0.15,0.275,0.475,0.2207747113997114,0.22049693362193362
COOBA,lightning-ai/lightning,prefecthq/prefect,WP-small,0.13414634146341464,0.21951219512195122,0.3170731707317073,0.14663912218648686,0.18695206487651728
COOBA,lightning-ai/lightning,ipython/ipython,WP-large,0.04142011834319527,0.15384615384615385,0.1952662721893491,0.08028892681291525,0.09593622185889297
COOBA,lightning-ai/lightning,prefecthq/prefect,WP-large,0.10975609756097561,0.2682926829268293,0.35365853658536583,0.1531474216790978,0.1828843254394002
COOBA,lightning-ai/lightning,ipython/ipython,CP-cold-start,0.0,0.0,0.0,0.004126864489079956,0.0038962106420015775
COOBA,lightning-ai/lightning,prefecthq/prefect,CP-cold-start,0.0,0.0,0.0,0.008400954826151422,0.00528972844566001
COOBA,lightning-ai/lightning,prefecthq/prefect,CP-transfer,0.10975609756097561,0.25609756097560976,0.35365853658536583,0.14925902110251676,0.1861734732964174
COOBA,prefecthq/prefect,lightning-ai/lightning,WP-small,0.21333333333333335,0.5333333333333333,0.6533333333333333,0.28986766644108675,0.360904712873294
COOBA,lightning-ai/lightning,ipython/ipython,CP-transfer,0.023668639053254437,0.1242603550295858,0.20118343195266272,0.06775992775275325,0.07497272405184797
COOBA,ipython/ipython,lightning-ai/lightning,WP-small,0.13333333333333333,0.5066666666666667,0.64,0.2656914274952071,0.31413418449057845
COOBA,prefecthq/prefect,lightning-ai/lightning,WP-large,0.29333333333333333,0.5333333333333333,0.6533333333333333,0.3309058451098416,0.41595679131759944
COOBA,ipython/ipython,lightning-ai/lightning,WP-large,0.17333333333333334,0.5866666666666667,0.72,0.28537054491486546,0.3640068960390739
COOBA,prefecthq/prefect,lightning-ai/lightning,CP-cold-start,0.0,0.05333333333333334,0.09333333333333334,0.03889012164525212,0.045901479248465486
COOBA,qiskit/qiskit,jupyterlab/jupyterlab,CP-transfer,0.0,0.175,0.5,0.09550099206349207,0.09303571428571428
COOBA,lightning-ai/lightning,numpy/numpy,WP-small,0.012422360248447204,0.08695652173913043,0.16770186335403728,0.05557956176238006,0.05810960318396642
COOBA,ipython/ipython,lightning-ai/lightning,CP-cold-start,0.0,0.013333333333333334,0.12,0.04196519979580556,0.04485086977257343
COOBA,prefecthq/prefect,lightning-ai/lightning,CP-transfer,0.24,0.5333333333333333,0.64,0.2608009944567441,0.3638553035988105
COOBA,lightning-ai/lightning,scikit-learn/scikit-learn,WP-small,0.0,0.08695652173913043,0.13043478260869565,0.04263333138499935,0.04462154087557178
COOBA,lightning-ai/lightning,scikit-learn/scikit-learn,WP-large,0.021739130434782608,0.043478260869565216,0.06521739130434782,0.043852402233573694,0.04353271408898007
COOBA,lightning-ai/lightning,scikit-learn/scikit-learn,CP-cold-start,0.043478260869565216,0.06521739130434782,0.10869565217391304,0.05098916565570244,0.06081706420642708
COOBA,lightning-ai/lightning,numpy/numpy,WP-large,0.049689440993788817,0.13664596273291926,0.21739130434782608,0.09003668031233528,0.10152430645281703
COOBA,lightning-ai/lightning,numpy/numpy,CP-cold-start,0.0,0.0,0.0,0.0026519554705554073,0.0019910796381845315
COOBA,lightning-ai/lightning,scikit-learn/scikit-learn,CP-transfer,0.021739130434782608,0.043478260869565216,0.10869565217391304,0.048014516599110164,0.04787164797798068
COOBA,scikit-learn/scikit-learn,lightning-ai/lightning,WP-small,0.28,0.5333333333333333,0.6666666666666666,0.3030903669851029,0.4014136698449859
COOBA,scikit-learn/scikit-learn,lightning-ai/lightning,WP-large,0.22666666666666666,0.5066666666666667,0.68,0.27844055022377956,0.3587735359345952
COOBA,scikit-learn/scikit-learn,lightning-ai/lightning,CP-cold-start,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.017995792657365374,0.022396722916068635
COOBA,ipython/ipython,lightning-ai/lightning,CP-transfer,0.16,0.52,0.72,0.26710163774269174,0.32907345885293693
COOBA,lightning-ai/lightning,docker/compose,WP-small,0.23931623931623933,0.7094017094017094,0.8034188034188035,0.3487719809029875,0.41538026992897203
COOBA,lightning-ai/lightning,numpy/numpy,CP-transfer,0.012422360248447204,0.09937888198757763,0.13043478260869565,0.0637748962977751,0.06570370147404701
COOBA,numpy/numpy,lightning-ai/lightning,WP-small,0.14666666666666667,0.49333333333333335,0.6533333333333333,0.26365680075965997,0.3261502440286257
COOBA,numpy/numpy,lightning-ai/lightning,WP-large,0.29333333333333333,0.5866666666666667,0.7333333333333333,0.3431935190571171,0.43355103222157565
COOBA,lightning-ai/lightning,docker/compose,WP-large,0.18803418803418803,0.6495726495726496,0.7948717948717948,0.32679422369994887,0.37279880230018775
COOBA,scikit-learn/scikit-learn,lightning-ai/lightning,CP-transfer,0.32,0.52,0.6666666666666666,0.3262092748383352,0.43669764114221893
COOBA,lightning-ai/lightning,ansible/ansible,WP-small,0.0,0.006493506493506494,0.012987012987012988,0.0059831310475753725,0.006051287333843903
COOBA,lightning-ai/lightning,docker/compose,CP-cold-start,0.008547008547008548,0.1111111111111111,0.18803418803418803,0.07725378602422094,0.08614157273066003
COOBA,lightning-ai/lightning,ansible/ansible,WP-large,0.0,0.01948051948051948,0.01948051948051948,0.0053948469033412525,0.005528695266990874
COOBA,lightning-ai/lightning,docker/compose,CP-transfer,0.29914529914529914,0.7264957264957265,0.8376068376068376,0.41038292501431345,0.46624117864255715
COOBA,numpy/numpy,lightning-ai/lightning,CP-cold-start,0.02666666666666667,0.10666666666666667,0.10666666666666667,0.07474191787104845,0.07707727489689215
COOBA,docker/compose,lightning-ai/lightning,WP-small,0.24,0.5333333333333333,0.64,0.29944198843422803,0.37957280768484203
BLAZE,jupyterlab/jupyterlab,ipython/ipython,WP-small,0.2308,0.4734,0.5858,0.3119,0.3555
COOBA,lightning-ai/lightning,ansible/ansible,CP-cold-start,0.0,0.0,0.006493506493506494,0.0023907147511016283,0.0023954475139233078
COOBA,docker/compose,lightning-ai/lightning,WP-large,0.29333333333333333,0.5733333333333334,0.6666666666666666,0.33167113756380445,0.4237669098453043
COOBA,docker/compose,lightning-ai/lightning,CP-cold-start,0.04,0.04,0.12,0.022346146117255987,0.057614671474130276
COOBA,lightning-ai/lightning,ansible/ansible,CP-transfer,0.0,0.012987012987012988,0.012987012987012988,0.008372735557756248,0.008400244583759249
COOBA,ansible/ansible,lightning-ai/lightning,WP-small,0.06666666666666667,0.4,0.5866666666666667,0.18917275207343356,0.22515514326720157
COOBA,ansible/ansible,lightning-ai/lightning,WP-large,0.28,0.52,0.6933333333333334,0.3266353667118947,0.40060261615883
COOBA,docker/compose,lightning-ai/lightning,CP-transfer,0.3333333333333333,0.5333333333333333,0.6933333333333334,0.3196259609437879,0.44652267702500675
COOBA,ansible/ansible,lightning-ai/lightning,CP-cold-start,0.013333333333333334,0.06666666666666667,0.14666666666666667,0.04631401181610657,0.05161437317710996
COOBA,lightning-ai/lightning,qiskit/qiskit,WP-small,0.06985294117647059,0.1801470588235294,0.2426470588235294,0.09607963856687964,0.11833631675382046
COOBA,numpy/numpy,lightning-ai/lightning,CP-transfer,0.05333333333333334,0.44,0.6533333333333333,0.20853658315708268,0.25200856967081287
COOBA,lightning-ai/lightning,mesonbuild/meson,WP-small,0.0,0.015873015873015872,0.047619047619047616,0.01996812889273021,0.018738647562237403
COOBA,lightning-ai/lightning,mesonbuild/meson,WP-large,0.026455026455026454,0.15873015873015872,0.19576719576719576,0.07268392579333222,0.07855475539022641
COOBA,ansible/ansible,lightning-ai/lightning,CP-transfer,0.29333333333333333,0.52,0.6133333333333333,0.32555925871508623,0.4223429996776618
COOBA,lightning-ai/lightning,wagtail/wagtail,WP-small,0.012195121951219513,0.06097560975609756,0.0975609756097561,0.02418919357192014,0.03417495411756531
COOBA,lightning-ai/lightning,qiskit/qiskit,WP-large,0.0661764705882353,0.23161764705882354,0.27205882352941174,0.10431498542135037,0.14175849052558132
COOBA,lightning-ai/lightning,mesonbuild/meson,CP-cold-start,0.0,0.0,0.0,0.0012295638211819817,0.0009642155395221131
COOBA,lightning-ai/lightning,wagtail/wagtail,WP-large,0.06097560975609756,0.10975609756097561,0.13414634146341464,0.06740281466071911,0.07943159291958118
COOBA,lightning-ai/lightning,qiskit/qiskit,CP-cold-start,0.007352941176470588,0.01838235294117647,0.029411764705882353,0.00947488136875699,0.016775649052225932
COOBA,lightning-ai/lightning,wagtail/wagtail,CP-cold-start,0.0,0.024390243902439025,0.024390243902439025,0.006919710265205902,0.009272480299235561
COOBA,lightning-ai/lightning,wagtail/wagtail,CP-transfer,0.0,0.036585365853658534,0.10975609756097561,0.021151381826155686,0.023259408452765324
COOBA,lightning-ai/lightning,mesonbuild/meson,CP-transfer,0.031746031746031744,0.13227513227513227,0.19576719576719576,0.07185098597456646,0.07689363515440716
COOBA,mesonbuild/meson,lightning-ai/lightning,WP-small,0.28,0.48,0.64,0.2923551031138412,0.37989503210215864
COOBA,mesonbuild/meson,lightning-ai/lightning,WP-large,0.28,0.5333333333333333,0.6666666666666666,0.33068437297485703,0.4143068908223998
COOBA,lightning-ai/lightning,qiskit/qiskit,CP-transfer,0.06985294117647059,0.16911764705882354,0.2426470588235294,0.09873149108287717,0.11814036359757185
COOBA,qiskit/qiskit,lightning-ai/lightning,WP-small,0.17333333333333334,0.56,0.6533333333333333,0.2747684616214406,0.33912652779407343
COOBA,qiskit/qiskit,lightning-ai/lightning,WP-large,0.28,0.52,0.7066666666666667,0.3168172093436623,0.3910784253155044
COOBA,mesonbuild/meson,lightning-ai/lightning,CP-cold-start,0.013333333333333334,0.02666666666666667,0.06666666666666667,0.04290858505157669,0.050641883137644075
COOBA,qiskit/qiskit,lightning-ai/lightning,CP-cold-start,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.012609007435477465,0.020573584834055008
COOBA,mesonbuild/meson,lightning-ai/lightning,CP-transfer,0.14666666666666667,0.5066666666666667,0.6933333333333334,0.24057031890605396,0.31390462297984406
COOBA,lightning-ai/lightning,localstack/localstack,WP-small,0.042105263157894736,0.2631578947368421,0.30526315789473685,0.10912189630703034,0.1431703619455817
COOBA,lightning-ai/lightning,localstack/localstack,WP-large,0.07368421052631578,0.22105263157894736,0.3263157894736842,0.12249663032911667,0.16067010352912023
COOBA,lightning-ai/lightning,localstack/localstack,CP-cold-start,0.010526315789473684,0.042105263157894736,0.08421052631578947,0.023377285010598353,0.036272132444297674
COOBA,lightning-ai/lightning,localstack/localstack,CP-transfer,0.07368421052631578,0.2631578947368421,0.3368421052631579,0.11931759844542346,0.1580892177551091
COOBA,localstack/localstack,lightning-ai/lightning,WP-small,0.16,0.5066666666666667,0.64,0.2359685707582289,0.3128522471947559
COOBA,localstack/localstack,lightning-ai/lightning,WP-large,0.28,0.56,0.7333333333333333,0.3384838155298188,0.4247479292357156
COOBA,localstack/localstack,lightning-ai/lightning,CP-cold-start,0.02666666666666667,0.30666666666666664,0.4266666666666667,0.10045145701896567,0.14847071152468222
BLAZE,jupyterlab/jupyterlab,ipython/ipython,WP-large,0.3136,0.6213,0.7337,0.3896,0.4524
BLAZE,jupyterlab/jupyterlab,ipython/ipython,CP-cold-start,0.1065,0.2604,0.3254,0.1606,0.1894
BLAZE,jupyterlab/jupyterlab,ipython/ipython,CP-transfer,0.2722,0.5385,0.6272,0.3403,0.3918
BLAZE,ipython/ipython,jupyterlab/jupyterlab,WP-small,0.175,0.325,0.475,0.2124,0.2753
BLAZE,ipython/ipython,jupyterlab/jupyterlab,WP-large,0.325,0.5,0.575,0.3532,0.4302
COOBA,qiskit/qiskit,lightning-ai/lightning,CP-transfer,0.10666666666666667,0.4533333333333333,0.64,0.24387949340439452,0.27413318133160114
COOBA,prefecthq/prefect,scikit-learn/scikit-learn,WP-small,0.0,0.0,0.08695652173913043,0.021177045424084058,0.02000073667104896
COOBA,localstack/localstack,lightning-ai/lightning,CP-transfer,0.28,0.52,0.6666666666666666,0.32376785524647994,0.4165016612273669
BLAZE,ipython/ipython,jupyterlab/jupyterlab,CP-cold-start,0.225,0.375,0.45,0.2435,0.3257
COOBA,prefecthq/prefect,pydata/xarray,WP-small,0.04,0.24,0.32,0.13828558194490387,0.16119183761318964
COOBA,prefecthq/prefect,scikit-learn/scikit-learn,WP-large,0.0,0.021739130434782608,0.06521739130434782,0.02355158694672761,0.02317201482802506
COOBA,prefecthq/prefect,pydata/xarray,WP-large,0.16,0.32,0.36,0.2202156590829032,0.2700765845761575
BLAZE,ipython/ipython,jupyterlab/jupyterlab,CP-transfer,0.275,0.475,0.55,0.2935,0.3937
BLAZE,jupyterlab/jupyterlab,mesonbuild/meson,WP-small,0.2011,0.4233,0.5344,0.2542,0.313
BLAZE,jupyterlab/jupyterlab,mesonbuild/meson,WP-large,0.3228,0.6138,0.7249,0.3965,0.4588
COOBA,prefecthq/prefect,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.0012279219009845882,0.0011343804912337051
COOBA,prefecthq/prefect,pydata/xarray,CP-cold-start,0.0,0.0,0.0,0.007852120244534468,0.006388463271420254
BLAZE,jupyterlab/jupyterlab,mesonbuild/meson,CP-cold-start,0.0847,0.3069,0.3915,0.1633,0.196
COOBA,prefecthq/prefect,scikit-learn/scikit-learn,CP-transfer,0.0,0.021739130434782608,0.10869565217391304,0.028715661121183397,0.028408878709221957
COOBA,scikit-learn/scikit-learn,prefecthq/prefect,WP-small,0.0975609756097561,0.1951219512195122,0.3170731707317073,0.12162938588633923,0.15518254770697654
COOBA,scikit-learn/scikit-learn,prefecthq/prefect,WP-large,0.14634146341463414,0.2682926829268293,0.35365853658536583,0.16884471662206058,0.20703656991509858
COOBA,prefecthq/prefect,pydata/xarray,CP-transfer,0.12,0.32,0.52,0.21090114148724237,0.24670853137183574
COOBA,pydata/xarray,prefecthq/prefect,WP-small,0.0975609756097561,0.21951219512195122,0.3048780487804878,0.12897707363385125,0.15527573942775177
COOBA,scikit-learn/scikit-learn,prefecthq/prefect,CP-cold-start,0.0,0.0,0.0,0.007142094304340332,0.00453903976780196
COOBA,pydata/xarray,prefecthq/prefect,WP-large,0.12195121951219512,0.24390243902439024,0.2804878048780488,0.14062673693662442,0.17670609490598885
COOBA,pydata/xarray,prefecthq/prefect,CP-cold-start,0.0,0.04878048780487805,0.04878048780487805,0.014635224003414668,0.0216814973686852
COOBA,scikit-learn/scikit-learn,prefecthq/prefect,CP-transfer,0.13414634146341464,0.25609756097560976,0.3170731707317073,0.15331158609838552,0.1928372203198283
COOBA,prefecthq/prefect,ansible/ansible,WP-small,0.006493506493506494,0.012987012987012988,0.012987012987012988,0.009698220679534396,0.009739991768904973
COOBA,pydata/xarray,prefecthq/prefect,CP-transfer,0.06097560975609756,0.23170731707317074,0.3048780487804878,0.11766060359064308,0.1421719598066178
COOBA,prefecthq/prefect,ipython/ipython,WP-small,0.005917159763313609,0.023668639053254437,0.13609467455621302,0.036790371486078284,0.04211473811492197
COOBA,prefecthq/prefect,ansible/ansible,WP-large,0.006493506493506494,0.012987012987012988,0.012987012987012988,0.01081337898577208,0.010754053276184759
COOBA,prefecthq/prefect,ipython/ipython,WP-large,0.04142011834319527,0.14201183431952663,0.24260355029585798,0.0858882437794617,0.10507525553839735
COOBA,prefecthq/prefect,ansible/ansible,CP-cold-start,0.0,0.0,0.0,0.0013033375324435212,0.0014859938881294336
COOBA,prefecthq/prefect,ipython/ipython,CP-cold-start,0.0,0.0,0.005917159763313609,0.00468040770786835,0.004528646711566313
COOBA,prefecthq/prefect,ansible/ansible,CP-transfer,0.0,0.012987012987012988,0.012987012987012988,0.008846315745400013,0.00880260945169372
COOBA,ansible/ansible,prefecthq/prefect,WP-small,0.12195121951219512,0.1951219512195122,0.3048780487804878,0.14145931739396841,0.17291287125217436
COOBA,ansible/ansible,prefecthq/prefect,WP-large,0.14634146341463414,0.2682926829268293,0.35365853658536583,0.16217962552192286,0.21287332961023778
COOBA,prefecthq/prefect,ipython/ipython,CP-transfer,0.023668639053254437,0.1301775147928994,0.21301775147928995,0.06312942060629415,0.07678279970913819
COOBA,ipython/ipython,prefecthq/prefect,WP-small,0.012195121951219513,0.21951219512195122,0.2682926829268293,0.09473706055264125,0.10761077826479837
COOBA,ipython/ipython,prefecthq/prefect,WP-large,0.04878048780487805,0.08536585365853659,0.2073170731707317,0.06301495773630446,0.09068274018551918
COOBA,ansible/ansible,prefecthq/prefect,CP-cold-start,0.012195121951219513,0.04878048780487805,0.07317073170731707,0.029474406217136834,0.039110840320565665
COOBA,ipython/ipython,prefecthq/prefect,CP-cold-start,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.008657918518831255,0.01642291418916188
COOBA,ansible/ansible,prefecthq/prefect,CP-transfer,0.14634146341463414,0.2682926829268293,0.34146341463414637,0.16774178077976934,0.21286627503658187
COOBA,prefecthq/prefect,wagtail/wagtail,WP-small,0.012195121951219513,0.08536585365853659,0.10975609756097561,0.043723255812702574,0.05212043170685801
COOBA,prefecthq/prefect,wagtail/wagtail,WP-large,0.06097560975609756,0.0975609756097561,0.13414634146341464,0.06693269560145791,0.07951551953407733
COOBA,prefecthq/prefect,wagtail/wagtail,CP-cold-start,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.005513190311268068,0.013411229293125061
COOBA,ipython/ipython,prefecthq/prefect,CP-transfer,0.06097560975609756,0.18292682926829268,0.3048780487804878,0.11453949343231418,0.13267375631785133
COOBA,prefecthq/prefect,docker/compose,WP-small,0.08547008547008547,0.6239316239316239,0.8034188034188035,0.2587672361161435,0.2790001545879433
COOBA,prefecthq/prefect,docker/compose,WP-large,0.20512820512820512,0.7264957264957265,0.8974358974358975,0.3619425833403784,0.39961863910375084
COOBA,prefecthq/prefect,wagtail/wagtail,CP-transfer,0.024390243902439025,0.0975609756097561,0.12195121951219512,0.047978495469786546,0.04944806560134567
COOBA,wagtail/wagtail,prefecthq/prefect,WP-small,0.06097560975609756,0.18292682926829268,0.3170731707317073,0.10853459203073418,0.13003195563119868
COOBA,prefecthq/prefect,docker/compose,CP-cold-start,0.08547008547008547,0.17094017094017094,0.19658119658119658,0.08031263017116924,0.1258881066387118
COOBA,wagtail/wagtail,prefecthq/prefect,WP-large,0.08536585365853659,0.2682926829268293,0.3170731707317073,0.13462614953955843,0.1615494503074262
COOBA,wagtail/wagtail,prefecthq/prefect,CP-cold-start,0.0,0.012195121951219513,0.04878048780487805,0.012058670270677977,0.013815804582304064
COOBA,prefecthq/prefect,docker/compose,CP-transfer,0.18803418803418803,0.7264957264957265,0.8205128205128205,0.3285469795293591,0.37370662625723367
COOBA,docker/compose,prefecthq/prefect,WP-small,0.12195121951219512,0.2073170731707317,0.32926829268292684,0.13557126965401203,0.17066786354482463
COOBA,wagtail/wagtail,prefecthq/prefect,CP-transfer,0.08536585365853659,0.2804878048780488,0.3902439024390244,0.14928109010864146,0.18213404817515602
COOBA,docker/compose,prefecthq/prefect,WP-large,0.13414634146341464,0.2804878048780488,0.35365853658536583,0.16275442027165982,0.21116855555020594
COOBA,pydata/xarray,scikit-learn/scikit-learn,WP-small,0.0,0.0,0.043478260869565216,0.017550556892518488,0.01653992343859581
COOBA,pydata/xarray,scikit-learn/scikit-learn,WP-large,0.0,0.021739130434782608,0.043478260869565216,0.02342752953794729,0.02326727312769088
COOBA,pydata/xarray,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.043478260869565216,0.007940970338198527,0.00787627832373293
COOBA,docker/compose,prefecthq/prefect,CP-cold-start,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.01013776798545295,0.016751671452704106
COOBA,pydata/xarray,scikit-learn/scikit-learn,CP-transfer,0.0,0.0,0.021739130434782608,0.016770546715060296,0.015655838111915062
COOBA,scikit-learn/scikit-learn,pydata/xarray,WP-small,0.0,0.08,0.28,0.08137008386488807,0.08606979264804092
COOBA,scikit-learn/scikit-learn,pydata/xarray,WP-large,0.16,0.36,0.68,0.25370858884376246,0.3020033004820239
COOBA,scikit-learn/scikit-learn,pydata/xarray,CP-cold-start,0.0,0.0,0.0,0.007850290407896258,0.006418790011703853
COOBA,docker/compose,prefecthq/prefect,CP-transfer,0.036585365853658534,0.25609756097560976,0.2926829268292683,0.11658417154314746,0.1268945982656416
COOBA,prefecthq/prefect,qiskit/qiskit,WP-small,0.04411764705882353,0.13970588235294118,0.24632352941176472,0.08220114073102626,0.10022226519533642
COOBA,scikit-learn/scikit-learn,pydata/xarray,CP-transfer,0.08,0.36,0.52,0.17399189784384753,0.20565551525216857
COOBA,pydata/xarray,ansible/ansible,WP-small,0.0,0.012987012987012988,0.01948051948051948,0.007966897222995184,0.00792370875075536
COOBA,pydata/xarray,ansible/ansible,WP-large,0.0,0.012987012987012988,0.01948051948051948,0.008924187043134565,0.008918311423157412
COOBA,pydata/xarray,ansible/ansible,CP-cold-start,0.0,0.0,0.0,0.001243540474507084,0.001215489306620217
COOBA,prefecthq/prefect,qiskit/qiskit,WP-large,0.08088235294117647,0.22794117647058823,0.27941176470588236,0.11473707699739419,0.14653029983718574
COOBA,pydata/xarray,ansible/ansible,CP-transfer,0.0,0.006493506493506494,0.012987012987012988,0.005755859900418788,0.005816385727444493
COOBA,ansible/ansible,pydata/xarray,WP-small,0.0,0.04,0.16,0.06523365105310554,0.06918874900229138
COOBA,ansible/ansible,pydata/xarray,WP-large,0.08,0.4,0.52,0.20883459624058806,0.2382955705146857
COOBA,prefecthq/prefect,qiskit/qiskit,CP-cold-start,0.0,0.022058823529411766,0.04779411764705882,0.016797778258992486,0.01943295112254118
COOBA,ansible/ansible,pydata/xarray,CP-cold-start,0.0,0.0,0.0,0.008654784146717904,0.0070947034279968705
COOBA,ansible/ansible,pydata/xarray,CP-transfer,0.12,0.44,0.56,0.2175007228152664,0.26474124934526655
COOBA,pydata/xarray,wagtail/wagtail,WP-small,0.012195121951219513,0.04878048780487805,0.0975609756097561,0.02254696889701088,0.03182785738521644
COOBA,pydata/xarray,wagtail/wagtail,WP-large,0.036585365853658534,0.0975609756097561,0.13414634146341464,0.06058106469340953,0.06356009883628248
COOBA,prefecthq/prefect,qiskit/qiskit,CP-transfer,0.0661764705882353,0.16911764705882354,0.24632352941176472,0.10351358553469385,0.1241804430399751
COOBA,qiskit/qiskit,prefecthq/prefect,WP-small,0.08536585365853659,0.25609756097560976,0.3170731707317073,0.1334505900599981,0.15779482052828353
COOBA,pydata/xarray,wagtail/wagtail,CP-cold-start,0.0,0.0,0.0,0.0008219276378393421,0.0006309331246398275
COOBA,qiskit/qiskit,prefecthq/prefect,WP-large,0.0975609756097561,0.25609756097560976,0.36585365853658536,0.15620278208089466,0.18656672398998123
COOBA,pydata/xarray,wagtail/wagtail,CP-transfer,0.0,0.06097560975609756,0.08536585365853659,0.019296942367655244,0.023086210956420015
COOBA,wagtail/wagtail,pydata/xarray,WP-small,0.08,0.24,0.36,0.1442269298002283,0.17409471470801982
COOBA,wagtail/wagtail,pydata/xarray,WP-large,0.12,0.28,0.52,0.19537625987770915,0.24967120229912218
BLAZE,jupyterlab/jupyterlab,mesonbuild/meson,CP-transfer,0.254,0.4921,0.6138,0.3061,0.372
BLAZE,mesonbuild/meson,jupyterlab/jupyterlab,WP-small,0.025,0.025,0.025,0.0418,0.0424
BLAZE,mesonbuild/meson,jupyterlab/jupyterlab,WP-large,0.35,0.55,0.675,0.3795,0.4886
COOBA,wagtail/wagtail,pydata/xarray,CP-cold-start,0.0,0.08,0.12,0.04073478494565279,0.045739913449879925
BLAZE,mesonbuild/meson,jupyterlab/jupyterlab,CP-cold-start,0.125,0.375,0.475,0.2041,0.2659
BLAZE,mesonbuild/meson,jupyterlab/jupyterlab,CP-transfer,0.3,0.425,0.5,0.2888,0.3967
BLAZE,jupyterlab/jupyterlab,ansible/ansible,WP-small,0.2338,0.4286,0.5065,0.2696,0.3287
BLAZE,jupyterlab/jupyterlab,ansible/ansible,WP-large,0.2468,0.5195,0.6169,0.3065,0.3698
BLAZE,jupyterlab/jupyterlab,ansible/ansible,CP-cold-start,0.1299,0.2078,0.2727,0.1462,0.1849
COOBA,qiskit/qiskit,prefecthq/prefect,CP-cold-start,0.036585365853658534,0.13414634146341464,0.18292682926829268,0.07968271180999041,0.09580847761979797
COOBA,wagtail/wagtail,pydata/xarray,CP-transfer,0.04,0.28,0.56,0.15493006746343516,0.16208093898232387
COOBA,numpy/numpy,ipython/ipython,WP-small,0.005917159763313609,0.047337278106508875,0.09467455621301775,0.03478284799190369,0.040553825246624466
BLAZE,jupyterlab/jupyterlab,ansible/ansible,CP-transfer,0.2338,0.4416,0.539,0.2645,0.3346
BLAZE,ansible/ansible,jupyterlab/jupyterlab,WP-small,0.0,0.025,0.025,0.0228,0.0225
BLAZE,ansible/ansible,jupyterlab/jupyterlab,WP-large,0.4,0.55,0.7,0.3898,0.5124
BLAZE,ansible/ansible,jupyterlab/jupyterlab,CP-cold-start,0.2,0.375,0.475,0.24,0.2944
COOBA,numpy/numpy,ipython/ipython,WP-large,0.047337278106508875,0.14792899408284024,0.24260355029585798,0.09058297462362593,0.10998476944387679
BLAZE,ansible/ansible,jupyterlab/jupyterlab,CP-transfer,0.25,0.525,0.6,0.2928,0.3965
BLAZE,jupyterlab/jupyterlab,docker/compose,WP-small,0.1026,0.2735,0.4615,0.1862,0.2031
BLAZE,jupyterlab/jupyterlab,docker/compose,WP-large,0.4274,0.6239,0.6923,0.445,0.526
BLAZE,jupyterlab/jupyterlab,docker/compose,CP-cold-start,0.0513,0.1026,0.1966,0.0866,0.1027
BLAZE,jupyterlab/jupyterlab,docker/compose,CP-transfer,0.3162,0.6068,0.6752,0.3519,0.4398
BLAZE,docker/compose,jupyterlab/jupyterlab,WP-small,0.0,0.025,0.025,0.0298,0.0291
BLAZE,docker/compose,jupyterlab/jupyterlab,WP-large,0.35,0.6,0.675,0.3942,0.4942
BLAZE,docker/compose,jupyterlab/jupyterlab,CP-cold-start,0.125,0.25,0.3,0.1558,0.2042
BLAZE,docker/compose,jupyterlab/jupyterlab,CP-transfer,0.125,0.275,0.325,0.1757,0.2202
COOBA,numpy/numpy,ipython/ipython,CP-cold-start,0.0,0.011834319526627219,0.05325443786982249,0.014915485465190774,0.016621163328378936
BLAZE,jupyterlab/jupyterlab,localstack/localstack,WP-small,0.2105,0.4105,0.5474,0.1911,0.3125
COOBA,numpy/numpy,ipython/ipython,CP-transfer,0.0,0.09467455621301775,0.21301775147928995,0.05687578048235834,0.06467403543033176
COOBA,ipython/ipython,numpy/numpy,WP-small,0.024844720496894408,0.07453416149068323,0.13664596273291926,0.06251409487892841,0.06597492555056876
COOBA,qiskit/qiskit,prefecthq/prefect,CP-transfer,0.15853658536585366,0.2682926829268293,0.3170731707317073,0.16675120071502925,0.21256513663570561
COOBA,pydata/xarray,ipython/ipython,WP-small,0.005917159763313609,0.029585798816568046,0.1301775147928994,0.034686828454992255,0.0417145006321119
COOBA,ipython/ipython,numpy/numpy,WP-large,0.06832298136645963,0.14906832298136646,0.19875776397515527,0.10162771159542686,0.11600368384485553
COOBA,pydata/xarray,ipython/ipython,WP-large,0.029585798816568046,0.15384615384615385,0.2485207100591716,0.07786670136010553,0.09328225319382104
COOBA,pydata/xarray,ipython/ipython,CP-cold-start,0.0,0.0,0.005917159763313609,0.009491403881055656,0.008623761204126187
COOBA,ipython/ipython,numpy/numpy,CP-cold-start,0.0,0.012422360248447204,0.024844720496894408,0.010584928816953165,0.010129077833308416
